timestamp,ref,pkg,name,ns_op,bytes_op,allocs_op
20260829T175959Z,nogit,./internal/httphandlers,BenchmarkDownloadHandler-10,108593,10726,23
20260829T175959Z,nogit,./internal/httphandlers,BenchmarkDownloadHandler-10,108195,10711,23
20260829T175959Z,nogit,./internal/httphandlers,BenchmarkDownloadHandler-10,109375,10729,23
20260829T175959Z,nogit,./internal/httphandlers,BenchmarkDownloadHandler-10,110245,10730,23
20260829T175959Z,nogit,./internal/httphandlers,BenchmarkDownloadHandler-10,109676,10739,23
20260829T175959Z,nogit,./internal/httphandlers,BenchmarkDownloadHandler-10,109340,10736,23
20260829T175959Z,nogit,./internal/httphandlers,BenchmarkCompareHandler-10,257050,126725,58
20260829T175959Z,nogit,./internal/httphandlers,BenchmarkCompareHandler-10,257459,126724,58
20260829T175959Z,nogit,./internal/httphandlers,BenchmarkCompareHandler-10,256113,126724,58
20260829T175959Z,nogit,./internal/httphandlers,BenchmarkCompareHandler-10,256638,126724,58
20260829T175959Z,nogit,./internal/httphandlers,BenchmarkCompareHandler-10,257492,126724,58
20260829T175959Z,nogit,./internal/httphandlers,BenchmarkCompareHandler-10,261978,126724,58
20260829T191827Z,nogit,./internal/grpcserver,BenchmarkChunkReader_Read-10,25251,41526.12,832
20260829T191827Z,nogit,./internal/grpcserver,BenchmarkChunkReader_Read-10,31850,32921.93,832
20260829T191827Z,nogit,./internal/grpcserver,BenchmarkChunkReader_Read-10,29303,35783.87,832
20260829T191827Z,nogit,./internal/grpcserver,BenchmarkChunkReader_Read-10,28530,36753.90,832
20260829T191827Z,nogit,./internal/grpcserver,BenchmarkChunkReader_Read-10,26875,39016.63,832
20260829T191827Z,nogit,./internal/grpcserver,BenchmarkChunkReader_Read-10,28398,36924.85,832
20260829T191827Z,nogit,./internal/grpcserver,BenchmarkChunkWriter_Write-10,49.58,21148648.99,88
20260829T191827Z,nogit,./internal/grpcserver,BenchmarkChunkWriter_Write-10,49.53,21170902.22,88
20260829T191827Z,nogit,./internal/grpcserver,BenchmarkChunkWriter_Write-10,49.50,21182712.61,88
20260829T191827Z,nogit,./internal/grpcserver,BenchmarkChunkWriter_Write-10,49.59,21143660.68,88
20260829T191827Z,nogit,./internal/grpcserver,BenchmarkChunkWriter_Write-10,49.72,21090721.16,88
20260829T191827Z,nogit,./internal/grpcserver,BenchmarkChunkWriter_Write-10,49.67,21111954.29,88
20260829T191827Z,nogit,./internal/grpcserver,BenchmarkHandler_Upload-10,448121,33610,11
20260829T191827Z,nogit,./internal/grpcserver,BenchmarkHandler_Upload-10,459896,33558,11
20260829T191827Z,nogit,./internal/grpcserver,BenchmarkHandler_Upload-10,431608,33584,11
20260829T191827Z,nogit,./internal/grpcserver,BenchmarkHandler_Upload-10,451708,33645,11
20260829T191827Z,nogit,./internal/grpcserver,BenchmarkHandler_Upload-10,430974,33648,11
